Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Quantity,Visibility_Revenue,Revenue_Item
FDI32,17.7,low fat,0.17464455199999998,Fruits and Vegetables,113.2834,OUT049,1999,Medium,Tier 1,Supermarket Type1,1727.751,15,301.7423,0.07921233331450961
NCG42,19.2,low fat,0.041395775,Household,129.731,OUT018,2009,Medium,Tier 3,Supermarket Type2,1298.31,10,53.7445,0.0754719025847385
FDA51,8.05,regular,0.16467959699999998,Dairy,112.1518,OUT046,1997,Small,Tier 1,Supermarket Type1,1252.3698,11,206.2398,0.0597100663874157
FDG57,14.7,low fat,0.121012632,Fruits and Vegetables,49.4034,OUT010,1998,Small,Tier 3,Grocery Store,194.4136,4,23.5265,0.10688805672388106
FDG34,11.5,regular,0.037563325,Snack Foods,109.5254,OUT035,2004,Small,Tier 2,Supermarket Type1,1627.881,15,61.1486,0.07190279800401363
NCI43,19.85,low fat,0.026115595,Household,49.0376,OUT017,2007,Small,Tier 2,Supermarket Type1,143.8128,3,3.7558,0.006665876636843041
NCY53,20.0,low fat,0.05848134,Health and Hygiene,113.3544,OUT046,1997,Small,Tier 1,Supermarket Type1,2572.6512,23,150.4521,0.12265799921370242
FDC33,8.96,regular,0.068880971,Fruits and Vegetables,195.3768,OUT013,1987,High,Tier 3,Supermarket Type1,2759.0752,14,190.0478,0.12942797929136626
NCK29,5.615,low fat,0.125964559,Health and Hygiene,124.773,OUT049,1999,Medium,Tier 1,Supermarket Type1,2956.152,24,372.3704,0.1355309286768488
FDS50,17.0,low fat,0.055746931,Dairy,220.0114,OUT017,2007,Small,Tier 2,Supermarket Type1,2217.114,10,123.5973,0.10276559815133021
NCJ30,5.82,low fat,0.080804019,Household,171.479,OUT045,2002,Small,Tier 2,Supermarket Type1,4074.696,24,329.2518,0.20020838683400857
FDQ07,15.1,regular,0.086983591,Fruits and Vegetables,219.8456,OUT027,1985,Medium,Tier 3,Supermarket Type3,1547.3192,7,134.5914,0.04856131869472858
FDI20,19.1,low fat,0.064547828,Fruits and Vegetables,212.8586,OUT010,1998,Small,Tier 3,Grocery Store,422.1172,2,27.2467,0.23207886288678287
NCM06,7.475,low fat,0.075361182,Household,155.6656,OUT027,1985,Medium,Tier 3,Supermarket Type3,3243.7776,21,244.4549,0.10180324642027438
FDL15,17.85,low fat,0.081651443,Meat,152.5682,OUT019,1985,Small,Tier 1,Grocery Store,152.4682,1,12.4492,0.08829290109652843
NCL29,9.695,low fat,0.190711254,Health and Hygiene,159.1604,OUT010,1998,Small,Tier 3,Grocery Store,633.8416,4,120.8807,0.34848434931895467
FDB32,20.6,low fat,0.023585598,Fruits and Vegetables,94.7778,OUT017,2007,Small,Tier 2,Supermarket Type1,1314.2892,14,30.9983,0.06091870593114889
FDJ16,9.195,low fat,0.11506426300000001,Frozen Foods,58.6246,OUT049,1999,Medium,Tier 1,Supermarket Type1,868.8689999999999,15,99.9758,0.0398351040367765
FDJ32,10.695,low fat,0.057909547,Fruits and Vegetables,60.4536,OUT045,2002,Small,Tier 2,Supermarket Type1,183.7608,3,10.6415,0.009029005680749406
FDO12,15.75,low fat,0.054920145999999996,Baking Goods,195.8452,OUT035,2004,Small,Tier 2,Supermarket Type1,4893.63,25,268.7589,0.2161495154721882
NCB18,19.6,low fat,0.041291168999999996,Household,86.9514,OUT046,1997,Small,Tier 1,Supermarket Type1,1416.8224,16,58.5023,0.06755078217566221
FDO37,8.06,low fat,0.021273161000000002,Breakfast,229.1326,OUT027,1985,Medium,Tier 3,Supermarket Type3,7393.0432,32,157.2734,0.232024476241939
FDV13,17.35,regular,0.02758789,Canned,86.1856,OUT013,1987,High,Tier 3,Supermarket Type1,703.0848,8,19.3966,0.03298164723254893
FDF52,9.3,low fat,0.11178154,Frozen Foods,182.3292,OUT010,1998,Small,Tier 3,Grocery Store,182.4292,1,20.3922,0.10029906692583361
FDY11,6.71,regular,0.02960641,Baking Goods,65.4142,OUT049,1999,Medium,Tier 1,Supermarket Type1,1516.0266,23,44.8841,0.06950538842278935
FDL20,17.1,low fat,0.129140919,Fruits and Vegetables,109.4886,OUT017,2007,Small,Tier 2,Supermarket Type1,1667.829,15,215.385,0.07730565266338804
FDS45,5.175,regular,0.029555772999999997,Snack Foods,105.9622,OUT045,2002,Small,Tier 2,Supermarket Type1,1693.7952,16,50.0614,0.0832238784486467
DRJ13,12.65,low fat,0.063146492,Soft Drinks,159.6578,OUT018,2009,Medium,Tier 3,Supermarket Type2,962.7468,6,60.7941,0.05596531853206763
FDR37,16.5,regular,0.066352552,Breakfast,181.2292,OUT049,1999,Medium,Tier 1,Supermarket Type1,4195.8716,23,278.4068,0.19236844876610387
FDS23,4.635,low fat,0.246678647,Breads,129.7994,OUT019,1985,Small,Tier 1,Grocery Store,385.4982,3,95.0942,0.22323838312179023
FDX13,7.725,low fat,0.047977607,Canned,249.5092,OUT018,2009,Medium,Tier 3,Supermarket Type2,2241.0828,9,107.5218,0.13027611492319477
FDT49,7.0,low fat,0.15171264199999998,Canned,104.82799999999999,OUT045,2002,Small,Tier 2,Supermarket Type1,1278.336,12,193.9397,0.06281047430086545
FDY13,12.1,low fat,0.030174246000000002,Canned,76.667,OUT049,1999,Medium,Tier 1,Supermarket Type1,1531.34,20,46.207,0.07020746305332258
FDD47,7.6,regular,0.23836644199999998,Starchy Foods,171.8448,OUT010,1998,Small,Tier 3,Grocery Store,852.2239999999999,5,203.1416,0.46855038563893064
FDF20,12.85,low fat,0.055603753,Fruits and Vegetables,195.6768,OUT010,1998,Small,Tier 3,Grocery Store,394.1536,2,21.9164,0.21670455335800545
FDS32,17.75,regular,0.029648306,Fruits and Vegetables,142.4838,OUT035,2004,Small,Tier 2,Supermarket Type1,1264.3542,9,37.486,0.05584597685465107
FDJ44,12.3,regular,0.105812357,Fruits and Vegetables,175.0396,OUT027,1985,Medium,Tier 3,Supermarket Type3,4012.1108,23,424.5309,0.12591674115939522
NCY30,20.25,low fat,0.02593166,Household,182.5976,OUT013,1987,High,Tier 3,Supermarket Type1,3078.6592,17,79.8347,0.14441963712434303
FDK33,17.85,low fat,0.019671473000000002,Snack Foods,214.75599999999997,OUT019,1985,Small,Tier 1,Grocery Store,213.05599999999998,1,4.1911,0.1233787264230965
FDO31,6.76,regular,0.028982682000000003,Fruits and Vegetables,79.596,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.128,18,41.6808,0.06856658341138645
FDG10,6.63,regular,0.019153299,Snack Foods,57.6588,OUT019,1985,Small,Tier 1,Grocery Store,400.8116,7,7.6769,0.23210622908345033
DRI49,14.15,low fat,0.184254826,Soft Drinks,82.4276,OUT018,2009,Medium,Tier 3,Supermarket Type2,1218.414,15,224.4987,0.07082747781029305
NCA05,20.75,low fat,0.025169702999999998,Health and Hygiene,150.4734,OUT049,1999,Medium,Tier 1,Supermarket Type1,1187.7872,8,29.8963,0.05445657134222934
FDZ13,7.84,regular,0.153494979,Canned,48.935,OUT046,1997,Small,Tier 1,Supermarket Type1,798.96,16,122.6363,0.038092546339659146
DRI25,19.6,low fat,0.034093202999999996,Soft Drinks,56.6614,OUT017,2007,Small,Tier 2,Supermarket Type1,1492.0578,26,50.869,0.06915847010724654
NCA29,10.5,low fat,0.045655118,Household,169.8106,OUT010,1998,Small,Tier 3,Grocery Store,171.1106,1,7.8121,0.09407613211656655
FDX43,5.655,low fat,0.142732848,Fruits and Vegetables,167.95,OUT010,1998,Small,Tier 3,Grocery Store,166.45,1,23.7579,0.09151374719510365
FDZ08,12.5,regular,0.110163385,Fruits and Vegetables,83.6592,OUT049,1999,Medium,Tier 1,Supermarket Type1,1320.9472,16,145.52,0.06056156812947478
FDC58,10.195,low fat,0.041934387000000004,Snack Foods,44.6428,OUT035,2004,Small,Tier 2,Supermarket Type1,615.1992,14,25.798,0.027173081945075086
NCD54,21.1,low fat,0.028868467000000002,Household,146.3786,OUT027,1985,Medium,Tier 3,Supermarket Type3,5056.751,35,145.9806,0.15870189995114614
FDM24,6.135,regular,0.07931236700000001,Baking Goods,151.7366,OUT035,2004,Small,Tier 2,Supermarket Type1,3325.0052,22,263.714,0.14686403813171536
FDS12,9.1,low fat,0.174085625,Baking Goods,124.6362,OUT035,2004,Small,Tier 2,Supermarket Type1,2390.8878,19,416.2192,0.10560447755926909
NCN55,14.6,low fat,0.05973284400000001,Others,241.2538,OUT018,2009,Medium,Tier 3,Supermarket Type2,5287.7836,22,315.8544,0.3073835129887144
NCP06,20.7,low fat,0.039245805,Household,151.4366,OUT046,1997,Small,Tier 1,Supermarket Type1,1511.366,10,59.3148,0.07205840015918855
FDB41,19.0,regular,0.097510482,Frozen Foods,48.1718,OUT045,2002,Small,Tier 2,Supermarket Type1,709.077,15,69.1424,0.034840184963761296
FDJ16,9.195,low fat,0.114885647,Frozen Foods,59.6246,OUT046,1997,Small,Tier 1,Supermarket Type1,1100.5674,18,126.4394,0.05247248258288047
NCB18,19.6,low fat,0.072295507,Household,89.7514,OUT019,1985,Small,Tier 1,Grocery Store,88.5514,1,6.4019,0.05127928316959948
FDH38,6.425,low fat,0.010436256,Canned,115.5808,OUT035,2004,Small,Tier 2,Supermarket Type1,3749.7856,32,39.1337,0.16562640423664815
FDE59,12.15,low fat,0.104257037,Starchy Foods,34.0532,OUT010,1998,Small,Tier 3,Grocery Store,179.766,5,18.7419,0.09883484697071193
NCF30,17.0,low fat,0.126440335,Household,125.2362,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.1982,11,175.0185,0.06346144160341637
FDP49,9.0,regular,0.12096585300000001,Breakfast,55.8614,OUT019,1985,Small,Tier 1,Grocery Store,110.5228,2,13.3695,0.06400271433198132
FDP49,9.0,regular,0.069031467,Breakfast,55.0614,OUT013,1987,High,Tier 3,Supermarket Type1,442.0912,8,30.5182,0.020738460002284555
FDT12,6.215,regular,0.049823839,Baking Goods,226.6062,OUT018,2009,Medium,Tier 3,Supermarket Type2,677.1186,3,33.7366,0.03936149996342515
NCM06,7.475,low fat,0.126752975,Household,154.2656,OUT010,1998,Small,Tier 3,Grocery Store,308.9312,2,39.1579,0.16984951479411237
FDV23,11.0,low fat,0.10626789999999998,Breads,123.2046,OUT018,2009,Medium,Tier 3,Supermarket Type2,3237.1196,26,344.0019,0.18817661044461467
FDA44,19.7,low fat,0.053305463,Fruits and Vegetables,58.193000000000005,OUT049,1999,Medium,Tier 1,Supermarket Type1,848.895,15,45.2507,0.03891935451868969
DRD27,18.75,low fat,0.023820082000000003,Dairy,97.6042,OUT013,1987,High,Tier 3,Supermarket Type1,1488.0629999999999,15,35.4458,0.06980490678479814
NCK53,11.6,low fat,0.037549969,Health and Hygiene,101.2042,OUT013,1987,High,Tier 3,Supermarket Type1,2281.6966,23,85.6776,0.10703419040335718
NCF19,13.0,low fat,0.03525175,Household,48.0034,OUT018,2009,Medium,Tier 3,Supermarket Type2,923.4646,19,32.5537,0.05368180968463195
NCY18,7.285,low fat,0.031200065,Household,174.7054,OUT049,1999,Medium,Tier 1,Supermarket Type1,6303.7944,36,196.6788,0.2890105479081992
FDN56,5.46,regular,0.106538757,Fruits and Vegetables,145.4786,OUT027,1985,Medium,Tier 3,Supermarket Type3,5779.144,40,615.7028,0.18137359994416702
NCI55,18.6,low fat,0.012673238,Household,121.5414,OUT049,1999,Medium,Tier 1,Supermarket Type1,4020.7662,33,50.9561,0.1843403779908761
FDB28,6.615,low fat,0.09330766800000001,Dairy,195.9426,OUT013,1987,High,Tier 3,Supermarket Type1,2570.6538,13,239.8617,0.12058914769400701
NCA18,10.1,low fat,0.056191301,Household,115.7492,OUT045,2002,Small,Tier 2,Supermarket Type1,579.246,5,32.5486,0.02846099616757965
FDC46,17.7,low fat,0.116542484,Snack Foods,182.6266,OUT046,1997,Small,Tier 1,Supermarket Type1,3504.1054,19,408.3771,0.1670675594880217
NCZ42,10.5,low fat,0.011285795,Household,235.8248,OUT035,2004,Small,Tier 2,Supermarket Type1,4266.4464,18,48.1502,0.1884470877749363
DRA59,8.27,regular,0.127308434,Soft Drinks,186.6924,OUT027,1985,Medium,Tier 3,Supermarket Type3,7033.5112,38,895.4253,0.22074086518550465
DRB25,12.3,low fat,0.069742672,Soft Drinks,106.2938,OUT018,2009,Medium,Tier 3,Supermarket Type2,1715.1008,16,119.6157,0.09970031849142891
FDE24,14.85,low fat,0.093010026,Baking Goods,143.0812,OUT027,1985,Medium,Tier 3,Supermarket Type3,3704.5112,26,344.5567,0.11626298503333471
FDA57,18.85,low fat,0.03961061,Snack Foods,41.648,OUT013,1987,High,Tier 3,Supermarket Type1,759.012,18,30.0649,0.03560518735331986
FDZ46,7.485,low fat,0.069514712,Snack Foods,108.7228,OUT017,2007,Small,Tier 2,Supermarket Type1,1326.2736,12,92.1955,0.06147419565088581
FDX39,14.3,regular,0.083147702,Meat,210.1586,OUT010,1998,Small,Tier 3,Grocery Store,422.1172,2,35.0981,0.23207886288678287
FDW35,10.6,low fat,0.011106465,Breads,42.7454,OUT049,1999,Medium,Tier 1,Supermarket Type1,419.454,10,4.6587,0.01923073987982314
FDZ55,6.055,low fat,0.02528566,Fruits and Vegetables,158.792,OUT027,1985,Medium,Tier 3,Supermarket Type3,4474.1759999999995,28,113.1325,0.1404182709245164
FDI04,13.65,regular,0.07285175599999999,Frozen Foods,197.1426,OUT013,1987,High,Tier 3,Supermarket Type1,3954.8520000000003,20,288.1179,0.18552176568308773
FDU46,10.3,regular,0.011072421,Snack Foods,85.354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2077.2960000000003,24,23.0007,0.06519419721495405
FDE14,13.65,regular,0.031494041,Canned,98.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,2197.14,22,69.1968,0.10073244698954978
FDX23,6.445,low fat,0.029667053,Baking Goods,94.4436,OUT013,1987,High,Tier 3,Supermarket Type1,1134.5232,12,33.658,0.05322038530706759
NCN18,8.895,low fat,0.1247892405,Household,111.9544,OUT035,2004,Small,Tier 2,Supermarket Type1,1565.9616,14,195.4152,0.06916784495110022
FDR02,16.7,low fat,0.022099982,Dairy,110.1886,OUT049,1999,Medium,Tier 1,Supermarket Type1,1334.2632,12,29.4872,0.061172067808199324
FDH04,6.115,regular,0.011372972,Frozen Foods,89.6488,OUT046,1997,Small,Tier 1,Supermarket Type1,1267.6832,14,14.4173,0.06044017352559251
FDZ51,11.3,regular,0.09131023699999999,Meat,96.9094,OUT010,1998,Small,Tier 3,Grocery Store,190.4188,2,17.3872,0.10469172679119858
FDR15,9.3,regular,0.033437991,Meat,153.2314,OUT046,1997,Small,Tier 1,Supermarket Type1,2326.971,15,77.8092,0.11094454121425726
NCQ30,7.725,low fat,0.029117482000000004,Household,123.0414,OUT049,1999,Medium,Tier 1,Supermarket Type1,1583.9382,13,46.1203,0.07261893678428454
FDW45,18.0,low fat,0.039071642000000004,Snack Foods,145.3418,OUT049,1999,Medium,Tier 1,Supermarket Type1,882.8508,6,34.4944,0.04047612869943728
FDQ52,17.0,low fat,0.119362409,Frozen Foods,249.4434,OUT035,2004,Small,Tier 2,Supermarket Type1,5960.2416,24,711.4288,0.2632612874159223
FDM01,7.895,regular,0.094109236,Breakfast,102.9332,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,36,347.3756,0.11584507351272604
FDE21,12.8,low fat,0.02299122,Fruits and Vegetables,114.9492,OUT045,2002,Small,Tier 2,Supermarket Type1,1737.7379999999998,15,39.9527,0.08538298850273895
FDH28,15.85,regular,0.110010191,Frozen Foods,38.8506,OUT035,2004,Small,Tier 2,Supermarket Type1,341.5554,9,37.5746,0.015086353937038442
FDQ56,6.59,low fat,0.17674825800000002,Fruits and Vegetables,82.7908,OUT010,1998,Small,Tier 3,Grocery Store,83.8908,1,14.8276,0.04612292858633224
DRM49,6.11,regular,0.15220712800000002,Soft Drinks,43.0086,OUT049,1999,Medium,Tier 1,Supermarket Type1,713.7376,17,108.636,0.03272278277963557
NCI29,8.6,low fat,0.032463574,Health and Hygiene,139.9154,OUT027,1985,Medium,Tier 3,Supermarket Type3,4963.539000000001,35,161.1342,0.1557765193068854
FDW44,9.5,regular,0.035222502999999995,Fruits and Vegetables,170.1448,OUT045,2002,Small,Tier 2,Supermarket Type1,1874.8928,11,66.0384,0.09212202897460264
FDR10,17.6,low fat,0.010055503,Snack Foods,163.7552,OUT049,1999,Medium,Tier 1,Supermarket Type1,1787.0072,11,17.9693,0.08192905688483383
FDO60,20.0,low fat,0.034363028999999996,Baking Goods,43.5086,OUT035,2004,Small,Tier 2,Supermarket Type1,401.4774,9,13.796,0.017733082697922377
FDG08,13.15,regular,0.16546521675,Fruits and Vegetables,171.9764,OUT017,2007,Small,Tier 2,Supermarket Type1,2404.8696,14,397.9223,0.11146827042720862
FDP10,19.0,low fat,0.128349909,Snack Foods,106.5622,OUT045,2002,Small,Tier 2,Supermarket Type1,1482.0708,14,190.2237,0.07282089364256586
FDG45,8.1,low fat,0.128760294,Fruits and Vegetables,213.7902,OUT017,2007,Small,Tier 2,Supermarket Type1,5946.9256,28,765.7279,0.27564634314945385
DRM47,9.3,low fat,0.043964058,Hard Drinks,192.3846,OUT018,2009,Medium,Tier 3,Supermarket Type2,4586.0304,24,201.6205,0.2665899820531686
FDO40,17.1,low fat,0.032470108,Frozen Foods,148.9392,OUT027,1985,Medium,Tier 3,Supermarket Type3,3728.48,25,121.0641,0.11701522577043033
DRE37,13.5,low fat,0.094603404,Soft Drinks,187.0872,OUT018,2009,Medium,Tier 3,Supermarket Type2,3214.4824,17,304.101,0.1868606900918551
FDX13,7.725,low fat,0.047743195,Canned,248.3092,OUT013,1987,High,Tier 3,Supermarket Type1,6474.2392,26,309.1009,0.3037060015997214
NCU53,5.485,low fat,0.07155776900000001,Health and Hygiene,165.7842,OUT010,1998,Small,Tier 3,Grocery Store,165.7842,1,11.8631,0.09114769220632322
NCH07,13.15,low fat,0.155105614,Household,157.2604,OUT010,1998,Small,Tier 3,Grocery Store,316.9208,2,49.1562,0.17424217465947733
FDJ07,7.26,low fat,0.014505108000000001,Meat,118.415,OUT017,2007,Small,Tier 2,Supermarket Type1,1747.725,15,25.3509,0.08100891746163418
FDB46,10.5,regular,0.093909644,Snack Foods,213.7244,OUT049,1999,Medium,Tier 1,Supermarket Type1,4022.7636,19,377.7763,0.1844319529426848
DRL01,19.5,regular,0.077157727,Soft Drinks,232.4958,OUT035,2004,Small,Tier 2,Supermarket Type1,2804.3496,12,216.3772,0.12386690600936827
FDN57,18.25,low fat,0.094957079,Snack Foods,143.5154,OUT019,1985,Small,Tier 1,Grocery Store,567.2616,4,53.8655,0.3284958591014945
FDO38,17.25,low fat,0.07248632599999999,Canned,78.9986,OUT027,1985,Medium,Tier 3,Supermarket Type3,2259.0594,29,163.7509,0.07089868947126252
FDA45,21.25,low fat,0.155694794,Snack Foods,177.637,OUT045,2002,Small,Tier 2,Supermarket Type1,2999.429,17,466.9955,0.14737561808614522
FDP27,8.155,low fat,0.20914265,Meat,190.953,OUT019,1985,Small,Tier 1,Grocery Store,379.506,2,79.3709,0.21976835644114065
DRG36,14.15,low fat,0.095298849,Soft Drinks,171.8106,OUT013,1987,High,Tier 3,Supermarket Type1,3935.5438,23,375.0528,0.18461601968901203
DRL47,19.7,low fat,0.038736781,Hard Drinks,127.4362,OUT046,1997,Small,Tier 1,Supermarket Type1,1510.0344,12,58.4939,0.07199491258195578
NCA05,20.75,low fat,0.044000492,Health and Hygiene,148.2734,OUT019,1985,Small,Tier 1,Grocery Store,296.9468,2,13.0658,0.17195909995219075
FDL38,13.8,regular,0.014720848,Canned,89.9172,OUT013,1987,High,Tier 3,Supermarket Type1,1516.6924,17,22.327,0.07114790946566898
FDC32,18.35,low fat,0.099090261,Fruits and Vegetables,94.0462,OUT035,2004,Small,Tier 2,Supermarket Type1,555.2772,6,55.0226,0.02452635318419115
NCI06,11.3,low fat,0.047814463,Household,179.266,OUT045,2002,Small,Tier 2,Supermarket Type1,5033.448,28,240.6716,0.2473162425596577
FDI05,8.35,regular,0.127066966,Frozen Foods,76.5354,OUT049,1999,Medium,Tier 1,Supermarket Type1,1655.1788,22,210.3185,0.07588511006546084
FDR52,12.65,regular,0.07647472799999999,Frozen Foods,191.8846,OUT017,2007,Small,Tier 2,Supermarket Type1,1146.5076,6,87.6789,0.053141849854832016
FDU26,16.7,regular,0.042860025999999996,Dairy,120.3782,OUT017,2007,Small,Tier 2,Supermarket Type1,1668.4948,14,71.5117,0.07733651320337341
FDG33,5.365,regular,0.141033536,Seafood,173.6764,OUT017,2007,Small,Tier 2,Supermarket Type1,858.882,5,121.1312,0.03981009658114593
FDE38,6.52,low fat,0.044607161,Canned,164.2842,OUT046,1997,Small,Tier 1,Supermarket Type1,2818.3314,17,125.7178,0.13437145721314764
FDI35,14.0,low fat,0.041283361,Starchy Foods,182.4634,OUT035,2004,Small,Tier 2,Supermarket Type1,5452.901999999999,30,225.1141,0.24085231724043826
FDN23,6.575,regular,0.075444922,Breads,146.0444,OUT013,1987,High,Tier 3,Supermarket Type1,2612.5992,18,197.1073,0.12255680278458522
NCP54,15.35,low fat,0.035143024,Household,124.37299999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,2093.9410000000003,17,73.5874,0.09248846614422204
FDO39,6.985,regular,0.13725257,Meat,183.7608,OUT013,1987,High,Tier 3,Supermarket Type1,2940.1728,16,403.5463,0.1379232520633864
NCT17,10.8,low fat,0.041831007999999996,Health and Hygiene,186.6214,OUT013,1987,High,Tier 3,Supermarket Type1,2261.0568,12,94.5823,0.10606597916831075
NCK30,14.85,low fat,0.060967038,Household,254.3698,OUT035,2004,Small,Tier 2,Supermarket Type1,4566.0564,18,278.3789,0.201680731579356
FDM24,6.135,regular,0.078943221,Baking Goods,152.7366,OUT027,1985,Medium,Tier 3,Supermarket Type3,1813.6392,12,143.1745,0.05691954910690219
FDA35,14.85,regular,0.053837561,Baking Goods,120.8072,OUT046,1997,Small,Tier 1,Supermarket Type1,4287.752,35,230.8421,0.2044299986895041
NCM07,9.395,low fat,0.039928582000000004,Others,83.2908,OUT013,1987,High,Tier 3,Supermarket Type1,1258.362,15,50.2446,0.059029652717346094
FDD09,13.5,low fat,0.021617996,Fruits and Vegetables,179.6976,OUT017,2007,Small,Tier 2,Supermarket Type1,1810.976,10,39.1497,0.0839406687602457
FDW07,18.0,regular,0.14349595199999998,Fruits and Vegetables,88.7514,OUT017,2007,Small,Tier 2,Supermarket Type1,1062.6168,12,152.4812,0.04925342181667358
FDM27,12.35,regular,0.157701958,Meat,158.7946,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811,35,870.9581,0.17332880317244992
NCY53,20.0,low fat,0.058719568,Health and Hygiene,111.0544,OUT018,2009,Medium,Tier 3,Supermarket Type2,894.8352,8,52.5443,0.052017557473789
FDA10,20.35,low fat,0.14261818199999998,Snack Foods,123.2072,OUT017,2007,Small,Tier 2,Supermarket Type1,1225.072,10,174.7175,0.056783393573107376
DRB24,8.785,low fat,0.020573334,Soft Drinks,156.4656,OUT035,2004,Small,Tier 2,Supermarket Type1,2162.5184,14,44.4902,0.09551750017056697
NCN53,5.175,low fat,0.030208465,Health and Hygiene,35.4874,OUT027,1985,Medium,Tier 3,Supermarket Type3,1693.7952,48,51.167,0.05315834542142406
FDA31,7.1,low fat,0.11023479300000001,Fruits and Vegetables,171.708,OUT045,2002,Small,Tier 2,Supermarket Type1,3115.9440000000004,18,343.4854,0.15310053110835953
FDE24,14.85,low fat,0.093991286,Baking Goods,140.9812,OUT017,2007,Small,Tier 2,Supermarket Type1,3277.0676,23,308.0158,0.15189557780806226
FDA04,11.3,regular,0.067001825,Frozen Foods,259.1962,OUT018,2009,Medium,Tier 3,Supermarket Type2,5438.9202,21,364.4176,0.31616921652037366
FDV26,20.25,regular,0.076314907,Dairy,196.7794,OUT045,2002,Small,Tier 2,Supermarket Type1,2731.1116,14,208.4245,0.13419196124070315
FDF40,20.25,regular,0.022403117,Dairy,250.9092,OUT027,1985,Medium,Tier 3,Supermarket Type3,8217.3036,33,184.0932,0.25789319936761623
FDH34,8.63,low fat,0.030944666000000003,Snack Foods,186.6582,OUT027,1985,Medium,Tier 3,Supermarket Type3,3715.164,20,114.9645,0.11659731424982166
FDO16,5.48,low fat,0.02528802,Frozen Foods,83.325,OUT010,1998,Small,Tier 3,Grocery Store,416.125,5,10.523,0.2287843679877591
FDZ43,11.0,regular,0.057058545,Fruits and Vegetables,241.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,3635.268,15,207.4231,0.17332108584544909
DRJ51,14.1,low fat,0.08814048049999999,Dairy,231.9668,OUT049,1999,Medium,Tier 1,Supermarket Type1,1842.9344,8,162.4371,0.08449315553547691
NCL07,13.85,low fat,0.05486977,Others,40.548,OUT019,1985,Small,Tier 1,Grocery Store,39.948,1,2.1919,0.023133511204330597
FDU58,6.61,regular,0.029006239,Snack Foods,186.0898,OUT035,2004,Small,Tier 2,Supermarket Type1,2619.2572,14,75.9748,0.1156914549479712
FDI26,5.94,low fat,0.034880142999999995,Canned,177.9344,OUT035,2004,Small,Tier 2,Supermarket Type1,4460.86,25,155.5954,0.1970342521991375
FDG24,7.975,low fat,0.014713908999999999,Baking Goods,83.125,OUT017,2007,Small,Tier 2,Supermarket Type1,2579.975,31,37.9615,0.11958459244336474
NCM19,12.65,low fat,0.047237246,Others,112.5202,OUT046,1997,Small,Tier 1,Supermarket Type1,787.6414,7,37.206,0.03755290193318064
NCO29,11.15,low fat,0.032306341,Health and Hygiene,166.3526,OUT049,1999,Medium,Tier 1,Supermarket Type1,986.7156,6,31.8772,0.04523802619348872
NCM05,6.825,low fat,0.100171568,Health and Hygiene,262.7226,OUT010,1998,Small,Tier 3,Grocery Store,264.3226,1,26.4776,0.1453238305458246
NCE07,8.18,low fat,0.013130031,Household,142.6154,OUT046,1997,Small,Tier 1,Supermarket Type1,709.077,5,9.3102,0.03380713487644749
FDR10,17.6,low fat,0.010096684,Snack Foods,160.4552,OUT017,2007,Small,Tier 2,Supermarket Type1,2599.2832,16,26.2441,0.12047954810294087
FDO12,15.75,low fat,0.055015935,Baking Goods,194.3452,OUT049,1999,Medium,Tier 1,Supermarket Type1,2740.4328,14,150.7675,0.1256408338815112
FDC17,12.15,low fat,0.015460726000000001,Frozen Foods,211.8928,OUT046,1997,Small,Tier 1,Supermarket Type1,5890.9984,28,91.0791,0.28086904167775345
FDF34,9.3,regular,0.02346559,Snack Foods,197.6084,OUT010,1998,Small,Tier 3,Grocery Store,595.2252,3,13.9673,0.3272531599696906
FDO22,13.5,regular,0.017932223,Snack Foods,78.796,OUT018,2009,Medium,Tier 3,Supermarket Type2,239.688,3,4.2981,0.013933274323336338
FDT52,9.695,regular,0.047420609,Frozen Foods,246.0144,OUT035,2004,Small,Tier 2,Supermarket Type1,4165.2448,17,197.5184,0.1839770569787768
FDR24,17.35,regular,0.062547321,Baking Goods,88.383,OUT027,1985,Medium,Tier 3,Supermarket Type3,2067.3089999999997,23,129.3046,0.06488076357449751
FDP08,20.5,regular,0.112410046,Fruits and Vegetables,192.2478,OUT046,1997,Small,Tier 1,Supermarket Type1,3874.9559999999997,20,435.584,0.18474884974734684
FDF39,14.85,regular,0.019511288,Dairy,262.591,OUT046,1997,Small,Tier 1,Supermarket Type1,4996.829000000001,19,97.4946,0.2382371335659516
NCQ06,13.0,low fat,0.041789718,Household,256.1014,OUT013,1987,High,Tier 3,Supermarket Type1,2550.014,10,106.5644,0.1196209364589606
FDR04,7.075,low fat,0.022548195,Frozen Foods,95.7068,OUT013,1987,High,Tier 3,Supermarket Type1,583.2408,6,13.151,0.027359775545182635
